gene_name,dN,dS,omega
b0031,0.007,0.2454,0.0287
b0062,0.0066,0.3173,0.02067
b0072,0.0031,0.3414,0.00894
b0123,0.0177,0.2745,0.06441
b0131,0,0.2121,0
b0136,1.2607,11.6514,0.1082
b0141,1.0626,8.6658,0.12262
b0145,0,0.029,0
b0147,0.0239,0.1129,0.21218
b0150,0.5433,5.76,0.09432
b0159,0,0.0875,0
b0207,0.0347,0.1135,0.30568
b0222,0.0025,0.3515,0.0071
b0223,0.0038,0.2536,0.015
b0227,0.0688,0.7313,0.09404
b0231,0.0098,0.3756,0.0261
b0289,0.0291,0.1975,0.14753
b0292,0.0162,0.1513,0.10679
b0310,0.0543,0.1318,0.4118
b0329,0.0215,0.3277,0.06566
b0331,0.0228,0.487,0.04674
b0367,0,0.3408,0
b0369,0.0015,0.2367,0.00619
b0383,0.0105,0.2108,0.04981
b0387,0.0061,0.159,0.03833
b0391,0,0.0766,0
b0397,0.0201,0.1903,0.10539
b0398,0.0107,0.135,0.07944
b0399,0,0.1042,0
b0403,0.0237,0.2856,0.08294
b0404,0.0198,0.3861,0.05139
b0405,0.0066,0.3334,0.01986
b0406,0,0.0943,0
b0414,0.0291,0.3433,0.08484
b0415,0,0.0343,0
b0418,0.0028,0.5183,0.00537
b0424,0.0053,0.3324,0.01585
b0426,0,0.1522,0
b0440,0,0.0231,0
b0457,0.0138,0.0957,0.14434
b0458,0,0.116,0
b0459,0.0212,0.0622,0.34107
b0460,0,0.0623,0
b0461,0,0.0732,0
b0469,0.0026,0.0984,0.02681
b0474,0.0022,0.2549,0.00873
b0512,0.0156,0.2577,0.06055
b0514,0.028,0.2743,0.10194
b0567,0.0207,0.2221,0.09305
b0586,0.0391,0.3579,0.10927
b0600,0.0158,0.3349,0.04725
b0619,0.0084,0.2073,0.04063
b0622,0.0146,0.1978,0.07386
b0634,0.0014,0.0922,0.01533
b0637,0,0.0966,0
b0643,0.003,0.1436,0.02085
b0657,0.0115,0.2533,0.04555
b0677,0.0039,0.1319,0.02991
b0686,0.0186,0.2144,0.08665
b0709,0.0088,0.3132,0.02806
b0722,0.009,0.0851,0.10553
b0726,0.001,0.169,0.00584
b0734,0,0.0952,0
b0739,0,0.0552,0
b0755,0,0.1743,0
b0757,0.0026,0.1884,0.01354
b0764,0.009,0.2314,0.03872
b0796,0,0.2572,0
b0802,0.0118,0.1627,0.07231
b0805,0.0099,0.2274,0.04373
b0823,0.0053,0.2402,0.02208
b0829,0.0133,0.1243,0.10672
b0837,0.018,0.074,0.24356
b0848,0.0041,0.1587,0.02579
b0862,0.014,0.1915,0.07338
b0866,0.0091,0.4767,0.01916
b0867,0.0139,0.2,0.06955
b0870,0.0189,0.3194,0.05918
b0881,0,0.0168,0
b0886,0.0122,0.1497,0.08124
b0890,0.0027,0.2322,0.0117
b0903,0.0082,0.0921,0.08856
b0904,0,0.1349,0
b0912,0,0.0228,0
b0917,0,0.096,0
b0929,0.1352,0.7089,0.19066
b0947,0.0174,0.1415,0.12332
b0955,0.0133,0.0882,0.15033
b0995,0.0093,0.2002,0.04629
b1015,0.0046,0.2739,0.01697
b1019,0.0199,0.3827,0.05188
b1033,0.0254,0.1183,0.21466
b1035,0.0203,0.1684,0.12072
b1051,0.0202,0.1107,0.18213
b1053,0.0017,0.1577,0.0105
b1057,0.0385,0.1685,0.22838
b1061,0,0.0984,0
b1070,0.0356,0.1244,0.28625
b1071,0.0052,0.1095,0.0472
b1072,0.0477,0.1817,0.2628
b1075,0.0081,0.1224,0.06587
b1105,0,0.155,0
b1107,0.0129,0.2817,0.04591
b1136,0.0056,0.2834,0.01969
